system:index,PLOTID,dw_2015_2018,dw_2015_2021,dw_2018_2021,me_2015_2018,me_2015_2021,me_2018_2021,.geo
000000000000000000a8,id_86679923,11.0,11.0,11.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.852618112190273,59.830126616742724]}"
000000000000000003c2,id_83258780,11.0,11.0,11.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.852618112190273,59.830126616742724]}"
000000000000000008cf,id_3455490,11.0,11.0,11.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.852618112190273,59.830126616742724]}"
0000000000000000026f,id_9550635,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.753287177123715,59.925974993886555]}"
0000000000000000035b,id_80815596,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.753287177123715,59.925974993886555]}"
0000000000000000097d,id_66817093,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.753287177123715,59.925974993886555]}"
000000000000000000c8,id_87395688,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.704419888679,59.93254324973828]}"
000000000000000001b9,id_9259005,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.704419888679,59.93254324973828]}"
000000000000000001f9,id_75845273,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.704419888679,59.93254324973828]}"
000000000000000007d1,id_29466006,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.704419888679,59.93254324973828]}"
00000000000000000874,id_32717784,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.704419888679,59.93254324973828]}"
00000000000000000ae5,id_58537924,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.704419888679,59.93254324973828]}"
00000000000000000910,id_35721011,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.782351597790074,59.857416315189816]}"
00000000000000000196,id_91960713,6.0,6.0,6.0,10.0,11.0,7.0,"{""type"":""Point"",""coordinates"":[10.73739494096923,59.95743841091967]}"
00000000000000000618,id_10440868,6.0,6.0,6.0,10.0,11.0,7.0,"{""type"":""Point"",""coordinates"":[10.73739494096923,59.95743841091967]}"
0000000000000000011a,id_89407262,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.782614684752225,59.912379194774594]}"
00000000000000000b42,id_60531177,12.0,10.0,14.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.785575527851714,60.023977116839184]}"
000000000000000000aa,id_86706088,1.0,4.0,4.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.746611902846706,59.89094429601068]}"
0000000000000000081d,id_31168375,1.0,4.0,4.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.746611902846706,59.89094429601068]}"
000000000000000007eb,id_30130912,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.882422743631507,59.86509488720385]}"
00000000000000000835,id_31537238,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.882422743631507,59.86509488720385]}"
000000000000000008cc,id_34421488,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.882422743631507,59.86509488720385]}"
00000000000000000a8c,id_73237242,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.882422743631507,59.86509488720385]}"
00000000000000000abd,id_57643619,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.882422743631507,59.86509488720385]}"
00000000000000000a02,id_70105649,6.0,6.0,6.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.885303322912034,59.9348396867808]}"
000000000000000001c9,id_93229123,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.80293926735383,59.91776132974609]}"
0000000000000000052c,id_43878812,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.803255863528628,59.89395418922176]}"
00000000000000000757,id_26019182,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.803255863528628,59.89395418922176]}"
00000000000000000425,id_41669485,8.0,8.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.7882777430901,60.02088695980914]}"
000000000000000009aa,id_67712930,8.0,8.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.7882777430901,60.02088695980914]}"
00000000000000000301,id_78892417,1.0,4.0,4.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.778325029538811,59.89231769913515]}"
0000000000000000099d,id_67431824,1.0,4.0,4.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.778325029538811,59.89231769913515]}"
0000000000000000081b,id_31141831,6.0,7.0,7.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.856952358414222,59.81830108074899]}"
00000000000000000965,id_66285420,6.0,7.0,7.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.856952358414222,59.81830108074899]}"
0000000000000000009a,id_86363338,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.820909444599218,59.85069199080123]}"
000000000000000001cf,id_93376065,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.820909444599218,59.85069199080123]}"
0000000000000000060d,id_10168435,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.820909444599218,59.85069199080123]}"
00000000000000000bb1,id_63732278,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.820909444599218,59.85069199080123]}"
00000000000000000ae4,id_58527252,1.0,1.0,1.0,16.0,13.0,13.0,"{""type"":""Point"",""coordinates"":[10.732351697677785,59.89167112948238]}"
0000000000000000017d,id_91520013,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.727205895062108,59.964671072828345]}"
00000000000000000ae8,id_58668987,6.0,6.0,6.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.727205895062108,59.964671072828345]}"
000000000000000009c4,id_68399130,13.0,16.0,4.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.727018612817863,59.96449270878622]}"
00000000000000000931,id_36388004,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.716477297927517,59.923495733700825]}"
00000000000000000037,id_84335509,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.863975442573398,59.93433580836175]}"
00000000000000000349,id_80543484,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.863975442573398,59.93433580836175]}"
0000000000000000044d,id_49123066,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.863975442573398,59.93433580836175]}"
00000000000000000560,id_45218591,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.863975442573398,59.93433580836175]}"
00000000000000000945,id_65666246,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.863975442573398,59.93433580836175]}"
000000000000000009b0,id_67909063,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.863975442573398,59.93433580836175]}"
00000000000000000319,id_79405024,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.823593823433393,59.99094409623525]}"
0000000000000000052f,id_43993198,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.823593823433393,59.99094409623525]}"
00000000000000000549,id_44590917,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.823593823433393,59.99094409623525]}"
0000000000000000054a,id_44617881,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.823593823433393,59.99094409623525]}"
000000000000000008b6,id_34022890,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.823593823433393,59.99094409623525]}"
00000000000000000a29,id_71233096,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.823593823433393,59.99094409623525]}"
000000000000000001a1,id_92085628,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.868501430142647,59.84930521037359]}"
00000000000000000beb,id_65063955,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.868501430142647,59.84930521037359]}"
00000000000000000aa2,id_57135790,7.0,7.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.77695162641435,59.91685613223225]}"
000000000000000002f5,id_78664039,9.0,9.0,1.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[10.882654616886287,59.97969824337846]}"
00000000000000000600,id_4095454,9.0,9.0,1.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[10.882654616886287,59.97969824337846]}"
00000000000000000664,id_12068179,9.0,9.0,1.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[10.882654616886287,59.97969824337846]}"
00000000000000000a7c,id_72917923,9.0,9.0,1.0,9.0,11.0,3.0,"{""type"":""Point"",""coordinates"":[10.882654616886287,59.97969824337846]}"
00000000000000000048,id_84650268,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.681379713535845,60.09243323621168]}"
0000000000000000009e,id_86430175,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.681379713535845,60.09243323621168]}"
000000000000000004e7,id_4233714,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.681379713535845,60.09243323621168]}"
00000000000000000606,id_10032233,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.681379713535845,60.09243323621168]}"
00000000000000000766,id_26351834,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.681379713535845,60.09243323621168]}"
00000000000000000b07,id_59479411,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.681379713535845,60.09243323621168]}"
00000000000000000468,id_49796179,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.710979226328618,59.89312033732475]}"
00000000000000000489,id_50659749,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.710979226328618,59.89312033732475]}"
000000000000000005cf,id_47747014,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.710979226328618,59.89312033732475]}"
00000000000000000a1c,id_70882030,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.710979226328618,59.89312033732475]}"
0000000000000000057f,id_46094617,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.551423672434218,60.03232455401124]}"
00000000000000000604,id_41091009,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.551423672434218,60.03232455401124]}"
00000000000000000739,id_16606407,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.551423672434218,60.03232455401124]}"
00000000000000000bb7,id_63822939,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.551423672434218,60.03232455401124]}"
00000000000000000130,id_89707134,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.707915823904901,60.08050959999478]}"
00000000000000000baf,id_63586443,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.707915823904901,60.08050959999478]}"
000000000000000001c7,id_93144185,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.759797464661744,59.86310612813401]}"
00000000000000000204,id_76079871,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.759797464661744,59.86310612813401]}"
0000000000000000061a,id_10480599,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.759797464661744,59.86310612813401]}"
00000000000000000940,id_65505930,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.759797464661744,59.86310612813401]}"
00000000000000000af3,id_59018274,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.759797464661744,59.86310612813401]}"
00000000000000000079,id_85584487,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.841907351459898,59.88821086706491]}"
00000000000000000141,id_89929684,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.841907351459898,59.88821086706491]}"
00000000000000000567,id_45444404,11.0,11.0,11.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.563240290225849,60.02796355318095]}"
000000000000000000d9,id_87717800,11.0,9.0,9.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.673451431862816,60.07439171334945]}"
000000000000000001d5,id_93451765,11.0,11.0,11.0,1.0,3.0,3.0,"{""type"":""Point"",""coordinates"":[10.588728511847348,60.113966235198774]}"
0000000000000000022a,id_94172614,9.0,11.0,3.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.754116569919653,60.0703829815024]}"
0000000000000000085e,id_324190,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.920195788655247,59.94089514601138]}"
000000000000000006f7,id_15012618,11.0,11.0,11.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.903964660820705,59.876371953768015]}"
00000000000000000309,id_79069342,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.637025035357219,59.94130092420725]}"
00000000000000000364,id_81059583,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.637025035357219,59.94130092420725]}"
000000000000000003e1,id_73641169,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.637025035357219,59.94130092420725]}"
000000000000000004a0,id_51194667,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.637025035357219,59.94130092420725]}"
000000000000000007d6,id_29598015,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.637025035357219,59.94130092420725]}"
00000000000000000b7f,id_62207095,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.637025035357219,59.94130092420725]}"
000000000000000009f2,id_69619825,12.0,11.0,15.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.543250140203252,60.02263046832104]}"
000000000000000005fd,id_40942531,9.0,9.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.669835100908472,60.07039635880555]}"
000000000000000003fa,id_74303869,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.866650903205471,59.89594740739264]}"
00000000000000000529,id_43514759,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.866650903205471,59.89594740739264]}"
00000000000000000807,id_30672894,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.866650903205471,59.89594740739264]}"
00000000000000000238,id_94525416,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.863217395394313,59.876144539614295]}"
00000000000000000161,id_90694428,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.826523452825509,59.88797453470908]}"
000000000000000005b4,id_47277350,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.826523452825509,59.88797453470908]}"
0000000000000000068c,id_12796676,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.826523452825509,59.88797453470908]}"
00000000000000000b43,id_60567180,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.826523452825509,59.88797453470908]}"
000000000000000004e3,id_42101612,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.728730907622385,60.0626330638715]}"
0000000000000000054e,id_44703915,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.728730907622385,60.0626330638715]}"
0000000000000000099c,id_67397537,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.728730907622385,60.0626330638715]}"
00000000000000000a9d,id_56832178,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.728730907622385,60.0626330638715]}"
0000000000000000012f,id_89686008,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.868706548791106,59.93570475238517]}"
000000000000000002c8,id_77466754,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.868706548791106,59.93570475238517]}"
0000000000000000060a,id_10087904,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.868706548791106,59.93570475238517]}"
00000000000000000af5,id_5907040,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.868706548791106,59.93570475238517]}"
00000000000000000b9b,id_62852474,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.868706548791106,59.93570475238517]}"
00000000000000000357,id_80753876,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.765340127271179,60.02478867323091]}"
00000000000000000b61,id_61595310,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.765340127271179,60.02478867323091]}"
00000000000000000932,id_65171037,6.0,5.0,5.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.733426341031665,59.89857381791313]}"
000000000000000000a3,id_86572032,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.826403057097066,59.8368732366366]}"
0000000000000000024d,id_9489631,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.826403057097066,59.8368732366366]}"
000000000000000000b1,id_86955301,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.6828779714898,60.079484006752466]}"
000000000000000002ef,id_78546252,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.6828779714898,60.079484006752466]}"
00000000000000000777,id_2677553,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.6828779714898,60.079484006752466]}"
0000000000000000023b,id_94609093,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.557140239984738,60.02031173577325]}"
00000000000000000365,id_81064872,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.557140239984738,60.02031173577325]}"
0000000000000000066a,id_12127712,12.0,12.0,16.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.557140239984738,60.02031173577325]}"
0000000000000000036e,id_81225663,1.0,1.0,1.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[10.761095063068298,59.86740024244848]}"
00000000000000000407,id_41130939,1.0,1.0,1.0,5.0,5.0,1.0,"{""type"":""Point"",""coordinates"":[10.761095063068298,59.86740024244848]}"
000000000000000000fb,id_88625455,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720856135161998,60.011455961081104]}"
00000000000000000116,id_89283283,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720856135161998,60.011455961081104]}"
00000000000000000178,id_91380817,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720856135161998,60.011455961081104]}"
00000000000000000404,id_74609260,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720856135161998,60.011455961081104]}"
000000000000000006bc,id_13837637,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720856135161998,60.011455961081104]}"
00000000000000000b83,id_62260513,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.720856135161998,60.011455961081104]}"
00000000000000000308,id_79029192,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.600558506942136,60.00173957988564]}"
00000000000000000873,id_327054,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.600558506942136,60.00173957988564]}"
0000000000000000027f,id_95843080,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.718367956774179,60.11207557635212]}"
000000000000000005e0,id_40219725,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.718367956774179,60.11207557635212]}"
00000000000000000280,id_9589618,11.0,11.0,11.0,3.0,3.0,11.0,"{""type"":""Point"",""coordinates"":[10.83756418703384,59.987519506626214]}"
00000000000000000b4a,id_60846756,11.0,11.0,11.0,3.0,3.0,11.0,"{""type"":""Point"",""coordinates"":[10.83756418703384,59.987519506626214]}"
00000000000000000140,id_89928782,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.763346909100289,59.909855343578336]}"
00000000000000000264,id_95281666,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.763346909100289,59.909855343578336]}"
000000000000000002a4,id_76587486,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.763346909100289,59.909855343578336]}"
00000000000000000457,id_49370679,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.763346909100289,59.909855343578336]}"
