system:index,PLOTID,dw_2015_2018,dw_2015_2021,dw_2018_2021,me_2015_2018,me_2015_2021,me_2018_2021,.geo
0000000000000000033b,id_80246188,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.75004986975891,60.03433114948529]}"
0000000000000000037a,id_81542385,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.75004986975891,60.03433114948529]}"
00000000000000000488,id_50654449,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.75004986975891,60.03433114948529]}"
00000000000000000782,id_27013284,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.75004986975891,60.03433114948529]}"
00000000000000000914,id_35848854,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.75004986975891,60.03433114948529]}"
00000000000000000749,id_25484924,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753969419584893,59.9558732664499]}"
000000000000000007f2,id_30229491,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.753969419584893,59.9558732664499]}"
00000000000000000a3d,id_71515306,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.58663719345328,60.006849709692894]}"
000000000000000006c0,id_1391491,10.0,10.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.802653884886414,59.836570017764956]}"
00000000000000000904,id_35545703,10.0,10.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.802653884886414,59.836570017764956]}"
00000000000000000817,id_31101965,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.85644402089413,59.937314487865464]}"
00000000000000000728,id_16165107,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.798827976182558,59.9772724924054]}"
00000000000000000188,id_91654026,6.0,6.0,6.0,8.0,7.0,15.0,"{""type"":""Point"",""coordinates"":[10.78753753231523,59.900816745743015]}"
00000000000000000253,id_95012865,6.0,6.0,6.0,8.0,7.0,15.0,"{""type"":""Point"",""coordinates"":[10.78753753231523,59.900816745743015]}"
00000000000000000a2b,id_71250763,6.0,6.0,6.0,8.0,7.0,15.0,"{""type"":""Point"",""coordinates"":[10.78753753231523,59.900816745743015]}"
000000000000000000b0,id_86933028,6.0,6.0,6.0,11.0,10.0,10.0,"{""type"":""Point"",""coordinates"":[10.69124770416712,59.93747055640234]}"
00000000000000000724,id_16046394,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.590801993837198,60.09723568804624]}"
00000000000000000763,id_2632465,11.0,11.0,11.0,12.0,12.0,16.0,"{""type"":""Point"",""coordinates"":[10.590801993837198,60.09723568804624]}"
00000000000000000129,id_89588826,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.765242027048002,59.88162477480897]}"
00000000000000000a4c,id_71758412,1.0,1.0,1.0,1.0,2.0,2.0,"{""type"":""Point"",""coordinates"":[10.753394195548996,59.894087962253366]}"
000000000000000000ae,id_86868855,5.0,6.0,2.0,8.0,6.0,14.0,"{""type"":""Point"",""coordinates"":[10.633845696306114,59.92759810667001]}"
00000000000000000973,id_66629387,14.0,14.0,6.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.711594582273996,59.93289997782256]}"
00000000000000000a0d,id_70347603,14.0,14.0,6.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.711594582273996,59.93289997782256]}"
00000000000000000b7e,id_62192400,14.0,14.0,6.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.711594582273996,59.93289997782256]}"
000000000000000001fe,id_76004966,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.844297429624545,59.837791811453606]}"
000000000000000004bd,id_51842177,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.844297429624545,59.837791811453606]}"
00000000000000000981,id_66885960,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.844297429624545,59.837791811453606]}"
00000000000000000a50,id_71819972,14.0,14.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.844297429624545,59.837791811453606]}"
000000000000000002f0,id_78557268,7.0,7.0,11.0,12.0,11.0,15.0,"{""type"":""Point"",""coordinates"":[10.75367065981431,59.98066586830707]}"
000000000000000009ec,id_69491279,11.0,11.0,11.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.706809966843647,60.020797777788076]}"
00000000000000000007,id_7471217,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.584884766739275,60.116347395161306]}"
00000000000000000124,id_89541329,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.584884766739275,60.116347395161306]}"
00000000000000000171,id_91235268,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.584884766739275,60.116347395161306]}"
000000000000000006e5,id_14746048,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.584884766739275,60.116347395161306]}"
0000000000000000032e,id_79952375,6.0,6.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.83987846048058,59.8321019985094]}"
000000000000000001df,id_93666233,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.849278245501242,59.89538110155886]}"
000000000000000003ae,id_82809996,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.849278245501242,59.89538110155886]}"
00000000000000000435,id_48228984,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.849278245501242,59.89538110155886]}"
000000000000000006d1,id_14290340,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.849278245501242,59.89538110155886]}"
000000000000000007c1,id_28452860,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.849278245501242,59.89538110155886]}"
00000000000000000809,id_3073274,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.849278245501242,59.89538110155886]}"
000000000000000001c6,id_93082588,12.0,10.0,14.0,16.0,14.0,14.0,"{""type"":""Point"",""coordinates"":[10.848502361917944,59.826684190729466]}"
000000000000000006b3,id_13673705,11.0,11.0,11.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.673500481974406,60.10726420631544]}"
00000000000000000a08,id_70191566,11.0,11.0,11.0,11.0,12.0,12.0,"{""type"":""Point"",""coordinates"":[10.673500481974406,60.10726420631544]}"
00000000000000000464,id_49753553,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.666669139160526,60.007661266084625]}"
00000000000000000578,id_45944369,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.666669139160526,60.007661266084625]}"
000000000000000006a6,id_13403802,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.666669139160526,60.007661266084625]}"
0000000000000000078b,id_27237931,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.666669139160526,60.007661266084625]}"
00000000000000000b60,id_61541926,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.666669139160526,60.007661266084625]}"
000000000000000002d8,id_77910822,11.0,9.0,9.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.817279736341714,60.04249576351415]}"
0000000000000000018e,id_91740743,1.0,1.0,1.0,1.0,4.0,4.0,"{""type"":""Point"",""coordinates"":[10.6976286777746,59.90470062276056]}"
00000000000000000504,id_43001603,1.0,1.0,1.0,1.0,4.0,4.0,"{""type"":""Point"",""coordinates"":[10.6976286777746,59.90470062276056]}"
00000000000000000597,id_46597374,11.0,11.0,11.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.904147483963895,59.9107694592943]}"
0000000000000000039a,id_8237268,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.75454018451973,59.87853461777894]}"
00000000000000000441,id_48777084,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.75454018451973,59.87853461777894]}"
0000000000000000074d,id_25619449,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.75454018451973,59.87853461777894]}"
000000000000000008da,id_34787562,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.75454018451973,59.87853461777894]}"
000000000000000009f8,id_69758626,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.75454018451973,59.87853461777894]}"
000000000000000000f8,id_88559424,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.802497816349543,59.972282758326585]}"
000000000000000002cd,id_77663937,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.802497816349543,59.972282758326585]}"
0000000000000000050b,id_43131581,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.802497816349543,59.972282758326585]}"
0000000000000000071b,id_15856665,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.802497816349543,59.972282758326585]}"
000000000000000008e8,id_35028553,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.802497816349543,59.972282758326585]}"
00000000000000000bb6,id_63792477,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.802497816349543,59.972282758326585]}"
000000000000000003d2,id_83785431,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.57577928238814,59.9972804788322]}"
0000000000000000069a,id_13110353,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.57577928238814,59.9972804788322]}"
0000000000000000078d,id_27264093,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.57577928238814,59.9972804788322]}"
00000000000000000b57,id_61236521,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.57577928238814,59.9972804788322]}"
00000000000000000b58,id_61316946,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.57577928238814,59.9972804788322]}"
00000000000000000223,id_9400548,14.0,16.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.910746953522994,59.963395769927075]}"
000000000000000003d6,id_7341289,6.0,8.0,8.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.908276611539385,59.95777284349867]}"
0000000000000000047c,id_50351490,6.0,8.0,8.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.908276611539385,59.95777284349867]}"
000000000000000002a6,id_7663640,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.63092944421716,59.97388803470582]}"
00000000000000000338,id_80213243,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.63092944421716,59.97388803470582]}"
00000000000000000552,id_44745882,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.63092944421716,59.97388803470582]}"
00000000000000000af4,id_59054128,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.63092944421716,59.97388803470582]}"
00000000000000000768,id_26402664,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.907634500987687,59.93416190342067]}"
00000000000000000a72,id_72630305,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.907634500987687,59.93416190342067]}"
00000000000000000222,id_93997851,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.856912226504742,59.8944669858429]}"
00000000000000000626,id_10740262,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.856912226504742,59.8944669858429]}"
00000000000000000755,id_25970198,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.856912226504742,59.8944669858429]}"
00000000000000000764,id_26332210,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.856912226504742,59.8944669858429]}"
0000000000000000076c,id_26551968,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.856912226504742,59.8944669858429]}"
00000000000000000167,id_90886871,10.0,12.0,8.0,6.0,8.0,8.0,"{""type"":""Point"",""coordinates"":[10.855775155736113,59.83879510919063]}"
00000000000000000849,id_31932366,12.0,10.0,14.0,12.0,10.0,14.0,"{""type"":""Point"",""coordinates"":[10.584715320899244,60.01917466500462]}"
00000000000000000284,id_95922576,11.0,11.0,11.0,3.0,3.0,11.0,"{""type"":""Point"",""coordinates"":[10.715474000190492,60.01493851900385]}"
0000000000000000008a,id_86057178,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.741314490795212,59.86820288063811]}"
000000000000000003cc,id_83681594,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.741314490795212,59.86820288063811]}"
00000000000000000776,id_26752949,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.741314490795212,59.86820288063811]}"
0000000000000000084e,id_31980934,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.741314490795212,59.86820288063811]}"
00000000000000000ac8,id_57894141,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.741314490795212,59.86820288063811]}"
00000000000000000be0,id_64766397,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.741314490795212,59.86820288063811]}"
00000000000000000a15,id_70754039,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.734920139884567,59.995733170766655]}"
000000000000000000e0,id_87938660,1.0,1.0,1.0,13.0,16.0,4.0,"{""type"":""Point"",""coordinates"":[10.779038485707362,59.848837004762984]}"
00000000000000000845,id_31833719,11.0,11.0,11.0,9.0,12.0,4.0,"{""type"":""Point"",""coordinates"":[10.714497457059787,60.05491881904905]}"
0000000000000000053a,id_44249173,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.587475504451328,60.06548242944465]}"
0000000000000000055d,id_45148868,5.0,8.0,4.0,8.0,8.0,16.0,"{""type"":""Point"",""coordinates"":[10.858718162431389,59.88519205565173]}"
00000000000000000691,id_12942415,12.0,11.0,15.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.736797421428069,60.0109788372684]}"
00000000000000000bc7,id_64308000,12.0,11.0,15.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.736797421428069,60.0109788372684]}"
00000000000000000960,id_66232043,10.0,10.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.902930149376305,59.961353501644595]}"
000000000000000001d1,id_93394826,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.792879535377258,60.03627531754459]}"
000000000000000005e5,id_40360377,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.792879535377258,60.03627531754459]}"
000000000000000006b1,id_13612208,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.792879535377258,60.03627531754459]}"
00000000000000000b51,id_60992203,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.792879535377258,60.03627531754459]}"
00000000000000000295,id_96368929,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.819794669335858,59.97725465600117]}"
00000000000000000370,id_81298740,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.819794669335858,59.97725465600117]}"
000000000000000000c1,id_87231312,11.0,11.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.63190152824681,60.11002884896859]}"
0000000000000000072d,id_16306149,11.0,11.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.63190152824681,60.11002884896859]}"
00000000000000000afc,id_59332791,11.0,11.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.63190152824681,60.11002884896859]}"
0000000000000000005b,id_84898959,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.677179240343499,59.946005275818635]}"
000000000000000006cb,id_14118835,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.677179240343499,59.946005275818635]}"
0000000000000000029a,id_96472468,11.0,9.0,9.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.750647389300074,60.06935292915905]}"
000000000000000002c0,id_77287152,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.624008919382208,60.1105728592971]}"
00000000000000000518,id_43439724,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.624008919382208,60.1105728592971]}"
0000000000000000068b,id_12776746,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.624008919382208,60.1105728592971]}"
0000000000000000083c,id_31664227,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.624008919382208,60.1105728592971]}"
00000000000000000564,id_45403547,11.0,11.0,11.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.771154795044872,60.00944490650599]}"
0000000000000000077e,id_26974148,11.0,11.0,11.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.771154795044872,60.00944490650599]}"
00000000000000000906,id_35617274,11.0,11.0,11.0,15.0,15.0,11.0,"{""type"":""Point"",""coordinates"":[10.771154795044872,60.00944490650599]}"
00000000000000000096,id_86327979,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.58635181098586,60.06451034541501]}"
0000000000000000021d,id_93920702,4.0,1.0,13.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.58635181098586,60.06451034541501]}"
000000000000000007e4,id_29954275,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.670370193034884,60.09518004246061]}"
0000000000000000076b,id_26549088,6.0,6.0,6.0,6.0,7.0,7.0,"{""type"":""Point"",""coordinates"":[10.783560014175558,59.869973143756326]}"
000000000000000000db,id_87795111,2.0,1.0,5.0,2.0,1.0,5.0,"{""type"":""Point"",""coordinates"":[10.755779814612588,59.905463129040704]}"
00000000000000000443,id_48829153,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.661942492043874,59.99918897408308]}"
00000000000000000b9f,id_62995211,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.661942492043874,59.99918897408308]}"
00000000000000000099,id_86336805,1.0,1.0,1.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.756136542696865,59.90545866993964]}"
00000000000000000989,id_67049917,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.809730478258231,59.904464290404725]}"
000000000000000004ba,id_51793321,1.0,1.0,1.0,5.0,6.0,2.0,"{""type"":""Point"",""coordinates"":[10.698747912139014,59.912677954545174]}"
0000000000000000020f,id_76293248,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.589375081500096,60.0601627218879]}"
0000000000000000040b,id_41235633,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.589375081500096,60.0601627218879]}"
000000000000000005fe,id_40944720,3.0,1.0,9.0,4.0,1.0,13.0,"{""type"":""Point"",""coordinates"":[10.589375081500096,60.0601627218879]}"
000000000000000007c7,id_28544522,11.0,12.0,12.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.844707666921458,59.951583611236494]}"
00000000000000000a3e,id_71535494,11.0,12.0,12.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.844707666921458,59.951583611236494]}"
00000000000000000592,id_46507544,11.0,11.0,11.0,9.0,9.0,1.0,"{""type"":""Point"",""coordinates"":[10.717770437233016,59.990029980519296]}"
0000000000000000045e,id_49540382,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.809792905672978,59.908954605165555]}"
000000000000000004d1,id_52474464,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.809792905672978,59.908954605165555]}"
00000000000000000503,id_42966117,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.809792905672978,59.908954605165555]}"
00000000000000000545,id_44464741,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.809792905672978,59.908954605165555]}"
000000000000000008d5,id_34670107,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.809792905672978,59.908954605165555]}"
000000000000000000e2,id_87970200,10.0,12.0,8.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.786681384912969,60.00465137287355]}"
000000000000000002fe,id_78802345,2.0,2.0,6.0,2.0,2.0,6.0,"{""type"":""Point"",""coordinates"":[10.757795328288747,59.90633711284717]}"
00000000000000000157,id_90390146,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685990424025107,59.907991439338005]}"
0000000000000000026c,id_95458337,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685990424025107,59.907991439338005]}"
00000000000000000289,id_9606273,10.0,10.0,6.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.685990424025107,59.907991439338005]}"
0000000000000000050d,id_43171696,16.0,14.0,14.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.888326593426266,59.93767121594974]}"
000000000000000004d9,id_52608023,11.0,9.0,9.0,1.0,4.0,4.0,"{""type"":""Point"",""coordinates"":[10.718189592732042,60.04992908497024]}"
000000000000000009df,id_69016070,11.0,9.0,9.0,1.0,4.0,4.0,"{""type"":""Point"",""coordinates"":[10.718189592732042,60.04992908497024]}"
00000000000000000524,id_43844397,6.0,6.0,6.0,7.0,7.0,11.0,"{""type"":""Point"",""coordinates"":[10.780585793772909,59.96126431962352]}"
00000000000000000451,id_49155752,10.0,10.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.661130935652148,59.97943961551737]}"
0000000000000000048f,id_50751895,9.0,11.0,3.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.758259074798305,59.87794601643989]}"
0000000000000000063a,id_11103087,7.0,7.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.715166322217804,59.957014796319584]}"
000000000000000003eb,id_73958803,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.58600400110369,60.113368715657614]}"
0000000000000000002b,id_75557075,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.665554363897165,59.91768106592714]}"
00000000000000000194,id_91955917,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.665554363897165,59.91768106592714]}"
0000000000000000073c,id_16642274,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.665554363897165,59.91768106592714]}"
0000000000000000078a,id_27195283,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.665554363897165,59.91768106592714]}"
00000000000000000819,id_31118737,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.665554363897165,59.91768106592714]}"
00000000000000000b50,id_60988806,6.0,6.0,6.0,6.0,6.0,6.0,"{""type"":""Point"",""coordinates"":[10.665554363897165,59.91768106592714]}"
0000000000000000089b,id_33438020,6.0,6.0,6.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.70407207879683,59.960657881880245]}"
000000000000000000c9,id_8739580,15.0,15.0,11.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.609004044337365,59.979903362026924]}"
000000000000000002da,id_77976504,1.0,3.0,3.0,1.0,3.0,3.0,"{""type"":""Point"",""coordinates"":[10.716147324449564,59.989780270860315]}"
0000000000000000068a,id_12749342,1.0,3.0,3.0,1.0,3.0,3.0,"{""type"":""Point"",""coordinates"":[10.716147324449564,59.989780270860315]}"
00000000000000000727,id_16142735,1.0,3.0,3.0,1.0,3.0,3.0,"{""type"":""Point"",""coordinates"":[10.716147324449564,59.989780270860315]}"
00000000000000000538,id_44148007,11.0,12.0,12.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.643044821779371,60.05923522886878]}"
0000000000000000011d,id_89458479,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.74241588875541,59.87564512029631]}"
00000000000000000336,id_80209178,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.74241588875541,59.87564512029631]}"
00000000000000000655,id_11776139,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.74241588875541,59.87564512029631]}"
000000000000000006a1,id_13257123,1.0,1.0,1.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.74241588875541,59.87564512029631]}"
000000000000000000a6,id_86633704,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.831000390283169,59.88486208217378]}"
0000000000000000017f,id_9155761,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.831000390283169,59.88486208217378]}"
000000000000000002b9,id_77181352,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.831000390283169,59.88486208217378]}"
0000000000000000076d,id_26583952,13.0,13.0,1.0,13.0,13.0,1.0,"{""type"":""Point"",""coordinates"":[10.831000390283169,59.88486208217378]}"
000000000000000002ca,id_77552221,14.0,13.0,5.0,14.0,13.0,5.0,"{""type"":""Point"",""coordinates"":[10.823990683427152,59.88414862600523]}"
000000000000000001a9,id_9227472,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.615786337039655,60.03083521425939]}"
00000000000000000bcb,id_64328178,11.0,11.0,11.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.615786337039655,60.03083521425939]}"
0000000000000000050e,id_43220341,12.0,11.0,15.0,16.0,16.0,16.0,"{""type"":""Point"",""coordinates"":[10.548663488882136,60.02319677415483]}"
000000000000000004be,id_51877588,1.0,1.0,1.0,16.0,13.0,13.0,"{""type"":""Point"",""coordinates"":[10.761469627556787,59.86434129912582]}"
000000000000000007e6,id_29988927,1.0,1.0,1.0,16.0,13.0,13.0,"{""type"":""Point"",""coordinates"":[10.761469627556787,59.86434129912582]}"
000000000000000006f4,id_14977277,11.0,10.0,10.0,11.0,11.0,11.0,"{""type"":""Point"",""coordinates"":[10.854976976647547,59.91101916895329]}"
000000000000000001e1,id_93707987,9.0,11.0,3.0,1.0,1.0,1.0,"{""type"":""Point"",""coordinates"":[10.66703478544691,60.03630653125196]}"
